.	.	.
You	you	You
obviously	obvious	obviously
cannot	cannot	cannot
do	do	do
this	this	this
.	.	.
These	these	These
were	were	were
the	the	the
people	peopl	people
who	who	who
were	were	were
investigating	investig	investigating
Hillary	hillari	Hillary
Clinton	clinton	Clinton
.	.	.
Donald	donald	Donald
J	j	J
.	.	.
Trump	trump	Trump
@realDonaldTrump	@realdonaldtrump	@realDonaldTrump
December	decemb	December
24	24	24
,	,	,
2017	2017	2017
The	the	The
president	presid	president
has	has	ha
long	long	long
been	been	been
a	a	a
critic	critic	critic
of	of	of
the	the	the
FBI	fbi	FBI
s	s	s
cronyism	cronyism	cronyism
with	with	with
the	the	the
Clintons	clinton	Clintons
.	.	.
Our	our	Our
previous	previous	previous
report	report	report
on	on	on
what	what	what
went	went	went
on	on	on
when	when	when
Andrew	andrew	Andrew
McCabe	mccabe	McCabe
s	s	s
wife	wife	wife
ran	ran	ran
for	for	for
Virginia	virginia	Virginia
state	state	state
senate	senat	senate
is	is	is
unbelievably	unbeliev	unbelievably
corrupt	corrupt	corrupt
OUR	our	OUR
REPORT	report	REPORT
ON	on	ON
THE	the	THE
CLINTON	clinton	CLINTON
CRONY	croni	CRONY
BACK	back	BACK
IN	in	IN
OCTOBER	octob	OCTOBER
SPELLS	spell	SPELLS
OUT	out	OUT
THE	the	THE
CORRUPTION	corrupt	CORRUPTION
How	how	How
much	much	much
more	more	more
criminal	crimin	criminal
activity	activ	activity
are	are	are
American	american	American
voters	voter	voter
willing	will	willing
to	to	to
overlook	overlook	overlook
?	?	?
Have	have	Have
we	we	we
,	,	,
as	as	a
Americans	american	Americans
gotten	gotten	gotten
to	to	to
the	the	the
point	point	point
that	that	that
no	no	no
crime	crime	crime
committed	commit	committed
by	by	by
Hillary	hillari	Hillary
or	or	or
anyone	anyon	anyone
attached	attach	attached
to	to	to
Hillary	hillari	Hillary
will	will	will
disqualify	disqualifi	disqualify
her	her	her
from	from	from
being	be	being
elected	elect	elected
to	to	to
the	the	the
highest	highest	highest
office	offic	office
in	in	in
our	our	our
nation	nation	nation
?	?	?
Are	are	Are
we	we	we
willing	will	willing
to	to	to
accept	accept	accept
that	that	that
we	we	we
can	can	can
no	no	no
longer	longer	longer
trust	trust	trust
anyone	anyon	anyone
working	work	working
for	for	for
a	a	a
government	govern	government
organization	organ	organization
in	in	in
America	america	America
?	?	?
The	the	The
political	polit	political
organization	organ	organization
of	of	of
Virginia	virginia	Virginia
Gov	gov	Gov
.	.	.
Terry	terri	Terry
McAuliffe	mcauliff	McAuliffe
,	,	,
an	an	an
influential	influenti	influential
Democrat	democrat	Democrat
with	with	with
longstanding	longstand	longstanding
ties	tie	tie
to	to	to
Bill	bill	Bill
and	and	and
Hillary	hillari	Hillary
Clinton	clinton	Clinton
,	,	,
gave	gave	gave
nearly	near	nearly
500	500	500
,	,	,
000	000	000
to	to	to
the	the	the
election	elect	election
campaign	campaign	campaign
of	of	of
the	the	the
wife	wife	wife
of	of	of
an	an	an
official	offici	official
at	at	at
the	the	the
Federal	feder	Federal
Bureau	bureau	Bureau
of	of	of
Investigation	investig	Investigation
who	who	who
later	later	later
helped	help	helped
oversee	overse	oversee
the	the	the
investigation	investig	investigation
into	into	into
Mrs	mrs	Mrs
.	.	.
Clinton	clinton	Clinton
s	s	s
email	email	email
use	use	use
.	.	.
Campaign	campaign	Campaign
finance	financ	finance
records	record	record
show	show	show
Mr	mr	Mr
.	.	.
McAuliffe	mcauliff	McAuliffe
s	s	s
political	polit	political
-action	-action	-action
committee	committe	committee
donated	donat	donated
467	467	467
,	,	,
500	500	500
to	to	to
the	the	the
2015	2015	2015
state	state	state
Senate	senat	Senate
campaign	campaign	campaign
of	of	of
Dr	dr	Dr
.	.	.
Jill	jill	Jill
McCabe	mccabe	McCabe
,	,	,
who	who	who
is	is	is
married	marri	married
to	to	to
Andrew	andrew	Andrew
McCabe	mccabe	McCabe
,	,	,
now	now	now
the	the	the
deputy	deputi	deputy
director	director	director
of	of	of
the	the	the
FBI	fbi	FBI
.	.	.
The	the	The
Virginia	virginia	Virginia
Democratic	democrat	Democratic
Party	parti	Party
,	,	,
over	over	over
which	which	which
Mr	mr	Mr
.	.	.
McAuliffe	mcauliff	McAuliffe
exerts	exert	exerts
considerable	consider	considerable
control	control	control
,	,	,
donated	donat	donated
an	an	an
additional	addit	additional
207	207	207
,	,	,
788	788	788
worth	worth	worth
of	of	of
support	support	support
to	to	to
Dr	dr	Dr
.	.	.
McCabe	mccabe	McCabe
s	s	s
campaign	campaign	campaign
in	in	in
the	the	the
form	form	form
of	of	of
mailers	mailer	mailer
,	,	,
according	accord	according
to	to	to
the	the	the
records	record	record
.	.	.
That	that	That
adds	add	add
up	up	up
to	to	to
slightly	slight	slightly
more	more	more
than	than	than
675	675	675
,	,	,
000	000	000
to	to	to
her	her	her
candidacy	candidaci	candidacy
from	from	from
entities	entiti	entity
either	either	either
directly	direct	directly
under	under	under
Mr	mr	Mr
.	.	.
McAuliffe	mcauliff	McAuliffe
s	s	s
control	control	control
or	or	or
strongly	strong	strongly
influenced	influenc	influenced
by	by	by
him	him	him
.	.	.
The	the	The
figure	figur	figure
represents	repres	represents
more	more	more
than	than	than
a	a	a
third	third	third
of	of	of
all	all	all
the	the	the
campaign	campaign	campaign
funds	fund	fund
Dr	dr	Dr
.	.	.
McCabe	mccabe	McCabe
raised	rais	raised
in	in	in
the	the	the
effort	effort	effort
.	.	.
Mr	mr	Mr
.	.	.
McAuliffe	mcauliff	McAuliffe
and	and	and
other	other	other
state	state	state
party	parti	party
leaders	leader	leader
recruited	recruit	recruited
Dr	dr	Dr
.	.	.
McCabe	mccabe	McCabe
to	to	to
run	run	run
,	,	,
according	accord	according
to	to	to
party	parti	party
officials	offici	official
.	.	.
She	she	She
lost	lost	lost
the	the	the
election	elect	election
to	to	to
incumbent	incumb	incumbent
Republican	republican	Republican
Dick	dick	Dick
Black	black	Black
.	.	.
A	a	A
spokesman	spokesman	spokesman
for	for	for
the	the	the
governor	governor	governor
said	said	said
he	he	he
supported	support	supported
Jill	jill	Jill
McCabe	mccabe	McCabe
because	becaus	because
he	he	he
believed	believ	believed
she	she	she
would	would	would
be	be	be
a	a	a
good	good	good
state	state	state
senator	senat	senator
.	.	.
This	this	This
is	is	is
a	a	a
customary	customari	customary
practice	practic	practice
for	for	for
Virginia	virginia	Virginia
governors	governor	governor
Any	ani	Any
insinuation	insinu	insinuation
that	that	that
his	his	his
support	support	support
was	was	wa
tied	tie	tied
to	to	to
anything	anyth	anything
other	other	other
than	than	than
his	his	his
desire	desir	desire
to	to	to
elect	elect	elect
candidates	candid	candidate
who	who	who
would	would	would
help	help	help
pass	pass	pas
his	his	his
agenda	agenda	agenda
is	is	is
ridiculous	ridicul	ridiculous
.	.	.
Among	among	Among
political	polit	political
candidates	candid	candidate
that	that	that
year	year	year
,	,	,
Dr	dr	Dr
.	.	.
McCabe	mccabe	McCabe
was	was	wa
the	the	the
third	third	third
-largest	-largest	-largest
recipient	recipi	recipient
of	of	of
funds	fund	fund
from	from	from
Common	common	Common
Good	good	Good
VA	va	VA
,	,	,
the	the	the
governor	governor	governor
s	s	s
PAC	pac	PAC
,	,	,
according	accord	according
to	to	to
campaign	campaign	campaign
finance	financ	finance
records	record	record
.	.	.
Dan	dan	Dan
Gecker	gecker	Gecker
received	receiv	received
781	781	781
,	,	,
500	500	500
from	from	from
the	the	the
PAC	pac	PAC
and	and	and
214	214	214
,	,	,
456	456	456
from	from	from
the	the	the
state	state	state
party	parti	party
for	for	for
a	a	a
campaign	campaign	campaign
that	that	that
raised	rais	raised
2	2	2
.	.	.
9	9	9
million	million	million
,	,	,
according	accord	according
to	to	to
records	record	record
;	;	;
and	and	and
Jeremy	jeremi	Jeremy
McPike	mcpike	McPike
received	receiv	received
803	803	803
,	,	,
500	500	500
from	from	from
the	the	the
PAC	pac	PAC
and	and	and
535	535	535
,	,	,
162	162	162
from	from	from
the	the	the
state	state	state
party	parti	party
,	,	,
raising	rais	raising
more	more	more
3	3	3
.	.	.
8	8	8
million	million	million
that	that	that
year	year	year
for	for	for
his	his	his
candidacy	candidaci	candidacy
.	.	.
The	the	The
governor	governor	governor
could	could	could
recall	recal	recall
only	onli	only
one	one	one
meeting	meet	meeting
with	with	with
Mr	mr	Mr
.	.	.
McCabe	mccabe	McCabe
when	when	when
he	he	he
and	and	and
other	other	other
state	state	state
Democrats	democrat	Democrats
met	met	met
with	with	with
the	the	the
couple	coupl	couple
on	on	on
March	march	March
7	7	7
,	,	,
2015	2015	2015
,	,	,
to	to	to
urge	urg	urge
Dr	dr	Dr
.	.	.
McCabe	mccabe	McCabe
to	to	to
run	run	run
,	,	,
according	accord	according
to	to	to
the	the	the
spokesman	spokesman	spokesman
.	.	.
The	the	The
FBI	fbi	FBI
said	said	said
in	in	in
a	a	a
statement	statement	statement
that	that	that
during	dure	during
his	his	his
wife	wife	wife
s	s	s
campaign	campaign	campaign
Mr	mr	Mr
.	.	.
McCabe	mccabe	McCabe
played	play	played
no	no	no
role	role	role
,	,	,
attended	attend	attended
no	no	no
events	event	event
,	,	,
and	and	and
did	did	did
not	not	not
participate	particip	participate
in	in	in
fundraising	fundrais	fundraising
or	or	or
support	support	support
of	of	of
any	ani	any
kind	kind	kind
.	.	.
Months	month	Months
after	after	after
the	the	the
completion	complet	completion
of	of	of
her	her	her
campaign	campaign	campaign
,	,	,
then	then	then
-Associate	-associ	-Associate
Deputy	deputi	Deputy
Director	director	Director
McCabe	mccabe	McCabe
was	was	wa
promoted	promot	promoted
to	to	to
Deputy	deputi	Deputy
,	,	,
where	where	where
,	,	,
in	in	in
that	that	that
position	posit	position
,	,	,
he	he	he
assumed	assum	assumed
for	for	for
the	the	the
first	first	first
time	time	time
,	,	,
an	an	an
oversight	oversight	oversight
role	role	role
in	in	in
the	the	the
investigation	investig	investigation
into	into	into
Secretary	secretari	Secretary
Clinton	clinton	Clinton
s	s	s
emails	email	email
.	.	.
FBI	fbi	FBI
officials	offici	official
said	said	said
that	that	that
after	after	after
that	that	that
meeting	meet	meeting
with	with	with
the	the	the
governor	governor	governor
in	in	in
Richmond	richmond	Richmond
on	on	on
March	march	March
7	7	7
,	,	,
Mr	mr	Mr
.	.	.
McCabe	mccabe	McCabe
sought	sought	sought
ethics	ethic	ethic
advice	advic	advice
from	from	from
the	the	the
bureau	bureau	bureau
and	and	and
followed	follow	followed
it	it	it
,	,	,
avoiding	avoid	avoiding
involvement	involv	involvement
with	with	with
public	public	public
corruption	corrupt	corruption
cases	case	case
in	in	in
Virginia	virginia	Virginia
,	,	,
and	and	and
avoiding	avoid	avoiding
any	ani	any
campaign	campaign	campaign
activity	activ	activity
or	or	or
events	event	event
.	.	.
Mr	mr	Mr
.	.	.
McCabe	mccabe	McCabe
s	s	s
supervision	supervis	supervision
of	of	of
the	the	the
Clinton	clinton	Clinton
email	email	email
case	case	case
in	in	in
2016	2016	2016
wasn	wasn	wasn
t	t	t
seen	seen	seen
as	as	a
a	a	a
conflict	conflict	conflict
or	or	or
an	an	an
ethics	ethic	ethic
issue	issu	issue
because	becaus	because
his	his	his
wife	wife	wife
s	s	s
campaign	campaign	campaign
was	was	wa
over	over	over
by	by	by
then	then	then
and	and	and
Mr	mr	Mr
.	.	.
McAuliffe	mcauliff	McAuliffe
wasn	wasn	wasn
t	t	t
part	part	part
of	of	of
the	the	the
email	email	email
probe	probe	probe
,	,	,
officials	offici	official
said	said	said
.	.	.
Once	onc	Once
I	i	I
decided	decid	decided
to	to	to
run	run	run
,	,	,
Dr	dr	Dr
.	.	.
McCabe	mccabe	McCabe
said	said	said
,	,	,
my	my	my
husband	husband	husband
had	had	had
no	no	no
formal	formal	formal
role	role	role
in	in	in
my	my	my
campaign	campaign	campaign
other	other	other
than	than	than
to	to	to
be	be	be
a	a	a
supportive	support	supportive
husband	husband	husband
to	to	to
me	me	me
and	and	and
our	our	our
children	children	child
.	.	.
As	as	As
a	a	a
federal	feder	federal
official	offici	official
everyone	everyon	everyone
who	who	who
participated	particip	participated
in	in	in
our	our	our
campaign	campaign	campaign
understood	understood	understood
and	and	and
respected	respect	respected
that	that	that
he	he	he
could	could	could
not	not	not
participate	particip	participate
.	.	.
Mr	mr	Mr
.	.	.
McCabe	mccabe	McCabe
is	is	is
a	a	a
longtime	longtim	longtime
FBI	fbi	FBI
official	offici	official
who	who	who
focused	focus	focused
much	much	much
of	of	of
his	his	his
career	career	career
on	on	on
terrorism	terror	terrorism
.	.	.
His	his	His
wife	wife	wife
is	is	is
a	a	a
hospital	hospit	hospital
physician	physician	physician
who	who	who
campaigned	campaign	campaigned
in	in	in
northern	northern	northern
Virginia	virginia	Virginia
,	,	,
where	where	where
the	the	the
couple	coupl	couple
live	live	live
with	with	with
their	their	their
children	children	child
.	.	.
The	the	The
2015	2015	2015
Virginia	virginia	Virginia
State	state	State
senate	senat	senate
race	race	race
was	was	wa
Dr	dr	Dr
.	.	.
McCabe	mccabe	McCabe
s	s	s
first	first	first
run	run	run
for	for	for
office	offic	office
and	and	and
her	her	her
campaign	campaign	campaign
spent	spent	spent
1	1	1
.	.	.
8	8	8
million	million	million
.	.	.
The	the	The
race	race	race
was	was	wa
part	part	part
of	of	of
Mr	mr	Mr
.	.	.
McAuliffe	mcauliff	McAuliffe
s	s	s
failed	fail	failed
effort	effort	effort
to	to	to
win	win	win
a	a	a
Democratic	democrat	Democratic
majority	major	majority
in	in	in
the	the	the
Virginia	virginia	Virginia
legislature	legislatur	legislature
,	,	,
which	which	which
would	would	would
have	have	have
given	given	given
him	him	him
significantly	signific	significantly
more	more	more
sway	sway	sway
in	in	in
Richmond	richmond	Richmond
,	,	,
the	the	the
state	state	state
capital	capit	capital
.	.	.
Mr	mr	Mr
.	.	.
McAuliffe	mcauliff	McAuliffe
has	has	ha
been	been	been
a	a	a
central	central	central
figure	figur	figure
in	in	in
the	the	the
Clintons	clinton	Clintons
political	polit	political
careers	career	career
for	for	for
decades	decad	decade
.	.	.
In	in	In
the	the	the
1990s	1990s	1990s
,	,	,
he	he	he
was	was	wa
Bill	bill	Bill
Clinton	clinton	Clinton
s	s	s
chief	chief	chief
fundraiser	fundrais	fundraiser
and	and	and
he	he	he
remains	remain	remains
one	one	one
of	of	of
the	the	the
couple	coupl	couple
s	s	s
closest	closest	closest
allies	alli	ally
and	and	and
public	public	public
boosters	booster	booster
.	.	.
Mrs	mrs	Mrs
.	.	.
Clinton	clinton	Clinton
appeared	appear	appeared
with	with	with
him	him	him
in	in	in
northern	northern	northern
Virginia	virginia	Virginia
in	in	in
2015	2015	2015
as	as	a
he	he	he
sought	sought	sought
to	to	to
increase	increas	increase
the	the	the
number	number	number
of	of	of
Democrats	democrat	Democrats
in	in	in
the	the	the
state	state	state
legislature	legislatur	legislature
.	.	.
For	for	For
entire	entir	entire
story	stori	story
WSJ	wsj	WSJ
